Date,Symbol,Security Name,Client Name,Buy / Sell,Quantity Traded ,Trade Price / Wght. Avg. Price,Remarks
07-Jan-2022,PIONEEREMB,Pioneer Embroideries Limi,OLGA TRADING PRIVATE LIMITED,BUY,86825,64.84,-
07-Jan-2022,PIONEEREMB,Pioneer Embroideries Limi,OLGA TRADING PRIVATE LIMITED,SELL,"1,56,825",63.38,-
08-Feb-2022,AIRAN,Airan Limited,OLGA TRADING PRIVATE LIMITED,BUY,"6,79,208",25.26,-
08-Feb-2022,AIRAN,Airan Limited,OLGA TRADING PRIVATE LIMITED,SELL,"6,79,208",24.74,-
08-Jun-2022,RICHA,Richa Info Systems Ltd,OLGA TRADING PRIVATE LIMITED,SELL,18000,58.11,-
09-Feb-2022,AJOONI,Ajooni Biotech Limited,OLGA TRADING PRIVATE LIMITED,BUY,64711,83.16,-
09-Feb-2022,AJOONI,Ajooni Biotech Limited,OLGA TRADING PRIVATE LIMITED,SELL,64711,80.67,-
10-Feb-2022,AJOONI,Ajooni Biotech Limited,OLGA TRADING PRIVATE LIMITED,BUY,96266,80.65,-
10-Feb-2022,AJOONI,Ajooni Biotech Limited,OLGA TRADING PRIVATE LIMITED,SELL,59727,80.81,-
10-Jan-2022,AIRAN,Airan Limited,OLGA TRADING PRIVATE LIMITED,BUY,"7,06,344",25.09,-
10-Jan-2022,AIRAN,Airan Limited,OLGA TRADING PRIVATE LIMITED,SELL,"7,06,344",24.96,-
10-Jan-2022,AJOONI,Ajooni Biotech Limited,OLGA TRADING PRIVATE LIMITED,BUY,31879,72.4,-
10-Jan-2022,AJOONI,Ajooni Biotech Limited,OLGA TRADING PRIVATE LIMITED,SELL,"1,02,259",72.9,-
10-Jan-2022,GLOBE,Globe Textiles (I) Ltd.,OLGA TRADING PRIVATE LIMITED,BUY,"11,88,276",14.62,-
10-Jan-2022,GLOBE,Globe Textiles (I) Ltd.,OLGA TRADING PRIVATE LIMITED,SELL,"11,48,834",14.6,-
10-Jan-2022,PIONEEREMB,Pioneer Embroideries Limi,OLGA TRADING PRIVATE LIMITED,BUY,2024,62.52,-
10-Jan-2022,PIONEEREMB,Pioneer Embroideries Limi,OLGA TRADING PRIVATE LIMITED,SELL,"1,47,024",62.11,-
11-Feb-2022,SATIA,Satia Industries Limited,OLGA TRADING PRIVATE LIMITED,BUY,"7,61,546",106.94,-
11-Feb-2022,SATIA,Satia Industries Limited,OLGA TRADING PRIVATE LIMITED,SELL,"6,61,546",106.5,-
11-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"10,22,522",26.61,-
11-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"10,22,522",26.84,-
12-Jan-2022,GLOBE,Globe Textiles (I) Ltd.,OLGA TRADING PRIVATE LIMITED,BUY,"11,40,815",14.48,-
12-Jan-2022,GLOBE,Globe Textiles (I) Ltd.,OLGA TRADING PRIVATE LIMITED,SELL,"11,40,815",14.28,-
12-Jan-2022,NDRAUTO,NDR Auto Components Ltd,OLGA TRADING PRIVATE LIMITED,BUY,40586,420.18,-
12-Jan-2022,NDRAUTO,NDR Auto Components Ltd,OLGA TRADING PRIVATE LIMITED,SELL,28502,427.03,-
12-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"24,85,229",25.7,-
12-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"24,85,229",25.64,-
13-Jan-2022,AIRAN,Airan Limited,OLGA TRADING PRIVATE LIMITED,BUY,"8,98,256",24.71,-
13-Jan-2022,AIRAN,Airan Limited,OLGA TRADING PRIVATE LIMITED,SELL,"8,98,256",24.5,-
13-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"17,20,573",25.08,-
13-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"17,15,128",25.14,-
14-Feb-2022,FCL,Fineotex Chemical Limited,OLGA TRADING PRIVATE LIMITED,BUY,"10,58,077",163.5,-
14-Feb-2022,FCL,Fineotex Chemical Limited,OLGA TRADING PRIVATE LIMITED,SELL,"7,57,077",162.49,-
14-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"13,64,299",25.11,-
14-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"13,64,299",25.08,-
17-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"37,43,870",24.31,-
17-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"37,49,315",24.67,-
18-Jan-2022,ASLIND,ASL Industries Limited,OLGA TRADING PRIVATE LIMITED,BUY,"5,36,000",36.25,-
18-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"13,23,837",24.83,-
18-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"13,23,837",24.79,-
19-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"32,63,503",24.36,-
19-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"32,63,503",24.7,-
20-Jan-2022,NDRAUTO,NDR Auto Components Ltd,OLGA TRADING PRIVATE LIMITED,BUY,36751,449.17,-
20-Jan-2022,NDRAUTO,NDR Auto Components Ltd,OLGA TRADING PRIVATE LIMITED,SELL,13813,455.69,-
20-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"38,97,981",24.11,-
20-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"38,70,781",24.08,-
21-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"24,09,240",24.25,-
21-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"24,26,859",24.06,-
21-Mar-2022,KBCGLOBAL,KBC Global Limited,OLGA TRADING PRIVATE LIMITED,SELL,"33,84,255",11.3,-
22-Mar-2022,NDRAUTO,NDR Auto Components Ltd,OLGA TRADING PRIVATE LIMITED,SELL,56674,391,-
22-Mar-2022,PERFECT,Perfect Infraengineer Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"1,98,000",9.1,-
25-Jan-2022,ASLIND,ASL Industries Limited,OLGA TRADING PRIVATE LIMITED,BUY,"2,24,000",32.8,-
25-Jan-2022,GLOBE,Globe Textiles (I) Ltd.,OLGA TRADING PRIVATE LIMITED,BUY,"8,82,156",13.67,-
25-Jan-2022,GLOBE,Globe Textiles (I) Ltd.,OLGA TRADING PRIVATE LIMITED,SELL,"8,54,936",13.56,-
28-Feb-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"12,13,355",20.77,-
28-Feb-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"12,81,355",20.83,-
28-Jan-2022,KBCGLOBAL,KBC Global Limited,OLGA TRADING PRIVATE LIMITED,BUY,"26,36,663",16.01,-
28-Jan-2022,KBCGLOBAL,KBC Global Limited,OLGA TRADING PRIVATE LIMITED,SELL,"33,19,130",16.02,-
28-Jan-2022,LASA,Lasa Supergenerics Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"3,06,847",72.54,-
28-Jan-2022,LASA,Lasa Supergenerics Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"3,06,847",72.08,-
28-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,BUY,"13,48,614",23.43,-
28-Jan-2022,VISHWARAJ,Vishwaraj Sugar Ind Ltd,OLGA TRADING PRIVATE LIMITED,SELL,"13,48,614",23.06,-
29-Mar-2022,SECURCRED,SecUR Credentials Limited,OLGA TRADING PRIVATE LIMITED,BUY,40200,103,-
31-Jan-2022,AJOONI,Ajooni Biotech Limited,OLGA TRADING PRIVATE LIMITED,BUY,78276,73.61,-
31-Jan-2022,AJOONI,Ajooni Biotech Limited,OLGA TRADING PRIVATE LIMITED,SELL,79302,71.91,-
26-May-2022,RIIL,Reliance Indl Infra Ltd,OM PRAKASH BANTHIA,SELL,78000,820.47,-
30-Aug-2022,AKG,AKG Exim Limited,OM PRAKASH GORISHARIA,BUY,"1,30,000",47,-
19-Aug-2022,AMDIND,AMD Industries Limited,OM PRAMILA STOCKS PRIVATE LIMITED,BUY,"1,00,000",97.82,-
24-Nov-2022,AMDIND,AMD Industries Limited,OM PRAMILA STOCKS PRIVATE LIMITED,SELL,"1,28,000",50.6,-
02-Sep-2022,RIIL,Reliance Indl Infra Ltd,OM TRADING,BUY,87271,1118.34,-
02-Sep-2022,RIIL,Reliance Indl Infra Ltd,OM TRADING,SELL,7271,1149.85,-
07-Oct-2022,RIIL,Reliance Indl Infra Ltd,OM TRADING,BUY,91126,1163.87,-
07-Oct-2022,RIIL,Reliance Indl Infra Ltd,OM TRADING,SELL,91126,1176.27,-
11-Oct-2022,RIIL,Reliance Indl Infra Ltd,OM TRADING,BUY,85241,1226.38,-
11-Oct-2022,RIIL,Reliance Indl Infra Ltd,OM TRADING,SELL,85241,1232.04,-
18-Oct-2022,EMIL,Electronics Mart Ind Ltd,OM TRADING,BUY,"20,19,720",88.25,-
18-Oct-2022,EMIL,Electronics Mart Ind Ltd,OM TRADING,SELL,"2,58,040",89.7,-
19-Dec-2022,GREENPOWER,Orient Green Power Co Ltd,OM TRADING,BUY,"45,00,030",13.25,-
19-Dec-2022,GREENPOWER,Orient Green Power Co Ltd,OM TRADING,SELL,"36,26,030",13.03,-
19-Sep-2022,RIIL,Reliance Indl Infra Ltd,OM TRADING,BUY,"1,00,071",1191.19,-
19-Sep-2022,RIIL,Reliance Indl Infra Ltd,OM TRADING,SELL,16071,1131.81,-
21-Sep-2022,TFCILTD,Tourism Finance Corp,OM TRADING,BUY,"6,00,000",74.94,-
21-Sep-2022,TFCILTD,Tourism Finance Corp,OM TRADING,SELL,"6,00,000",75.15,-
27-Apr-2022,RIIL,Reliance Indl Infra Ltd,OM TRADING,BUY,"1,50,071",1074.7,-
27-Apr-2022,RIIL,Reliance Indl Infra Ltd,OM TRADING,SELL,60,1102.33,-
14-Nov-2022,HBLPOWER,HBL Power Systems Limited,OMAN INDIA JOINT INVESTMENT FUND,SELL,"40,27,666",98.16,-
09-Mar-2022,VISESHINFO,Visesh Infotecnics Limite,OMKAM CAPITAL MARKETS PRIVATE LIMITED,SELL,"261,96,819",1.06,-
23-Feb-2022,VISESHINFO,Visesh Infotecnics Limite,OMKAM CAPITAL MARKETS PRIVATE LIMITED,SELL,"253,59,573",1.37,-
19-Aug-2022,REPCOHOME,Repco Home Finance Ltd,OMNIS PORTFOLIO INVEST ICVCOMNIS GLOBAL EMERGING MARKETS EQ OPPOR FUND,BUY,"4,76,998",232.4,-
08-Jun-2022,SALASAR,Salasar Techno Engg. Ltd.,ONKAR NATH AGRAWAL,SELL,"1,50,000",247,-
07-Sep-2022,HISARMETAL,Hisar Metal Ind. Limited,OPELINA SUSTAINABLE SERVICES PRIVATE LIMITED,BUY,35498,146.94,-
25-Aug-2022,HISARMETAL,Hisar Metal Ind. Limited,OPELINA SUSTAINABLE SERVICES PRIVATE LIMITED,BUY,43699,141.52,-
25-Aug-2022,HISARMETAL,Hisar Metal Ind. Limited,OPELINA SUSTAINABLE SERVICES PRIVATE LIMITED,SELL,82598,140.78,-
31-May-2022,DYNPRO-RE,Dynemic Products Limited,OPENXCELL TECHNOLABS PVT LTD,SELL,4542,18.02,-
03-Feb-2022,VIVIDHA,Visagar Polytex Ltd,OPG SECURITIES PVT. LTD.,BUY,"15,00,000",2.3,-
10-Feb-2022,VAISHALI,Vaishali Pharma Limited,OPG SECURITIES PVT. LTD.,SELL,58054,44.78,-
25-Nov-2022,ATALREAL,Atal Realtech Limited,OPTUME INVESTMENTS,BUY,"1,00,800",70.99,-
25-Nov-2022,ATALREAL,Atal Realtech Limited,OPTUME INVESTMENTS,SELL,28800,71.5,-
28-Dec-2022,TEMBO,Tembo Global Ind Ltd,OPTUME INVESTMENTS,BUY,81010,127.61,-
28-Dec-2022,TEMBO,Tembo Global Ind Ltd,OPTUME INVESTMENTS,SELL,64010,128.2,-
24-Aug-2022,AKASH,Akash Infra-Projects Ltd,ORANGE MIST PRODUCTIONS PRIVATE LIMITED,SELL,95963,48,-
10-Nov-2022,MAGNUM,Magnum Ventures Limited,ORBIT FINANCIAL CAPITAL,BUY,"2,00,000",28.31,-
03-Jan-2022,BHANDARI,Bhandari Hosiery Exp Ltd,ORBIT LIFESCIENCE PRIVATE LIMITED,SELL,"15,51,542",11.1,-
14-Mar-2022,DHAMPURSUG,Dhampur Sugar Mills Ltd,OREGON PUBLIC EMPLOYEES RETIREMENT SYSTEM,BUY,"4,62,371",492.28,-
20-May-2022,MANGLMCEM,Mangalam Cement Ltd,ORIGIN ENGINEERS PRIVATE LIMITED,SELL,"2,00,000",310.01,-
04-Mar-2022,HISARMETAL,Hisar Metal Ind. Limited,ORION STOCKS LTD,BUY,34757,134.11,-
04-Mar-2022,HISARMETAL,Hisar Metal Ind. Limited,ORION STOCKS LTD,SELL,34435,133.99,-
22-Apr-2022,ORTINLAB,Ortin Laboratories Ltd,ORION STOCKS LTD,BUY,65614,29.74,-
22-Apr-2022,ORTINLAB,Ortin Laboratories Ltd,ORION STOCKS LTD,SELL,63794,28.97,-
07-Dec-2022,BINDALAGRO,Oswal Chem &amp; Fert Ltd.,OSWAL AGRO MILLS LTD.,BUY,"222,63,014",30,-
04-Feb-2022,GODHA,Godha Cabcon Insulat Ltd,OSWAL INFRASTRUCTURE LIMITED,BUY,"1,50,000",95.1,-
05-Dec-2022,AAKASH,Aakash Exploration Ser L,OSWAL INFRASTRUCTURE LIMITED,SELL,"9,37,781",6.71,-
06-Dec-2022,AAKASH,Aakash Exploration Ser L,OSWAL INFRASTRUCTURE LIMITED,SELL,"5,62,219",6.51,-
07-Jul-2022,UTTAMSTL,Uttam Galva Steels Limite,OSWAL INFRASTRUCTURE LIMITED,SELL,"14,55,336",3.7,-
08-Apr-2022,UTTAMSTL,Uttam Galva Steels Limite,OSWAL INFRASTRUCTURE LIMITED,SELL,"10,86,159",5.34,-
17-Mar-2022,UTTAMSTL,Uttam Galva Steels Limite,OSWAL INFRASTRUCTURE LIMITED,BUY,"15,00,000",5.46,-
05-Apr-2022,GIRIRAJ,Giriraj Civil Devp Ltd,OVERSKUD MULTI ASSET MANAGEMENT PRIVATE LIMITED,SELL,46800,100.7,-
06-Apr-2022,URAVI,Uravi T And Wedg Lamp Ltd,OVERSKUD MULTI ASSET MANAGEMENT PRIVATE LIMITED,SELL,"1,18,800",110,-
25-Mar-2022,GIRIRAJ,Giriraj Civil Devp Ltd,OVERSKUD MULTI ASSET MANAGEMENT PRIVATE LIMITED,SELL,38400,101.5,-
10-Feb-2022,VAISHALI,Vaishali Pharma Limited,P  ESWARAMOORTHY,SELL,75000,43.46,-
07-Dec-2022,BINDALAGRO,Oswal Chem &amp; Fert Ltd.,P C MEDIA SYSTEMS LIMITED,SELL,"222,63,014",30,-
22-Jun-2022,GOLDSTAR,Goldstar Power Limited,P P VORA,SELL,78000,25.9,-
02-Mar-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,"3,77,126",31.31,-
02-Mar-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,84,044",30.99,-
03-Mar-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,"1,51,994",31.03,-
03-Mar-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,26,994",31.5,-
07-Mar-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,20,000",28.42,-
08-Jul-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,"1,16,800",26.7,-
08-Jul-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,34,317",26.37,-
12-Jan-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,90000,30.76,-
12-Jan-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,5280,30.5,-
13-May-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,"2,09,931",25.63,-
13-May-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,65,217",25.15,-
14-Sep-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,69348,26.89,-
14-Sep-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,19,047",26.53,-
16-Aug-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,"1,37,724",29.72,-
16-Aug-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,37,724",27.8,-
17-Feb-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,"1,95,892",30.12,-
17-Feb-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,28,892",30.47,-
20-Dec-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,4455,19.78,-
20-Dec-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,73,950",19.86,-
20-Jan-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,"1,20,890",32.41,-
20-Jan-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,30,890",32.3,-
20-Jul-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,85341,25.6,-
20-Jul-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,65,063",25.37,-
21-Feb-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,92671,29.2,-
21-Feb-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,32671,29.11,-
22-Feb-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,"1,97,935",29.57,-
22-Feb-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,77782,29.58,-
22-Jul-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,10000,25.14,-
22-Jul-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,60,257",25.01,-
23-Feb-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,"1,42,094",30.79,-
23-Feb-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,76692,30.34,-
25-May-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,89882,26.09,-
25-May-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,89882,26.33,-
26-May-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,"1,03,592",26.25,-
26-May-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,03,592",26.06,-
28-Jul-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,56871,24.85,-
28-Jul-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,28,086",24.99,-
30-May-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,"2,58,101",27.98,-
30-May-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,"1,08,101",28.65,-
31-May-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,BUY,90403,27.62,-
31-May-2022,LIBAS,Libas Consu Products Ltd,P S SHETH,SELL,11187,27.72,-
15-Nov-2022,FUSION,Fusion Micro Finance Ltd,P.C.KOTHARI [HUF],BUY,"8,42,000",331.45,-
06-Apr-2022,BARBEQUE,Barbeque Nation Hosp. Ltd,PACE PRIVATE LIMITED,SELL,"29,92,836",1172.96,-
16-May-2022,IRBINVIT,IRB InvIT Fund,PACE STOCK BROKING SERVICES PVT LTD,SELL,"106,37,500",52.04,-
02-Feb-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,PADMA SHANTILAL RITA,SELL,"70,00,000",4.37,-
03-Jan-2022,MOKSH,Moksh Ornaments Limited,PADMAVATI INVESTMENT,SELL,"4,75,000",44.52,-
04-Jan-2022,MOKSH,Moksh Ornaments Limited,PADMAVATI INVESTMENT,SELL,"4,00,000",44.66,-
07-Feb-2022,GLOBE,Globe Textiles (I) Ltd.,PADMAVATI INVESTMENT,BUY,"50,00,000",14,-
10-Jan-2022,KBCGLOBAL,KBC Global Limited,PADMAVATI INVESTMENT,SELL,"35,00,000",16,-
25-Apr-2022,KBCGLOBAL,KBC Global Limited,PADMAVATI INVESTMENT,BUY,"31,00,000",10.65,-
25-Jan-2022,GANGAFORGE,Ganga Forging Limited,PADMAVATI INVESTMENT,BUY,"6,00,000",20,-
07-Sep-2022,LEXUS,Lexus Granito (India) Ltd,PADMINI VINIYOG PRIVATE LIMITED,BUY,"1,00,000",52.5,-
13-Jan-2022,SAKAR,Sakar Healthcare Limited,PADMINI VINIYOG PRIVATE LIMITED,BUY,95000,159.88,-
13-Sep-2022,LEXUS,Lexus Granito (India) Ltd,PADMINI VINIYOG PRIVATE LIMITED,BUY,"2,29,000",63,-
27-Jul-2022,PRITIKAUTO,Pritika Auto Indus Ltd,PALAK COMMODITIES PRIVATE LIMITED,BUY,"4,95,000",10.73,-
27-Jul-2022,PRITIKAUTO,Pritika Auto Indus Ltd,PALAK COMMODITIES PRIVATE LIMITED,SELL,"1,21,692",13.5,-
16-May-2022,KSHITIJPOL,Kshitij Polyline Limited,PALASH  BANERJEE,BUY,69990,28,-
17-May-2022,KSHITIJPOL,Kshitij Polyline Limited,PALASH  BANERJEE,BUY,69990,28,-
18-May-2022,KSHITIJPOL,Kshitij Polyline Limited,PALASH  BANERJEE,BUY,69990,28,-
19-Aug-2022,KSHITIJPOL,Kshitij Polyline Limited,PALASH  BANERJEE,SELL,"1,00,000",65.4,-
19-May-2022,KSHITIJPOL,Kshitij Polyline Limited,PALASH  BANERJEE,BUY,"1,44,646",28,-
22-Aug-2022,KSHITIJPOL,Kshitij Polyline Limited,PALASH  BANERJEE,SELL,"2,54,616",68.04,-
10-Jan-2022,ORTINLAB,Ortin Laboratories Ltd,PALLA NAGESWARA RAO,BUY,45000,33.49,-
10-Jan-2022,ORTINLAB,Ortin Laboratories Ltd,PALLA NAGESWARA RAO,SELL,80600,31.78,-
28-Mar-2022,PERFECT,Perfect Infraengineer Ltd,PALLADIUM FINSERVE PRIVATE LIMITED,SELL,"1,86,000",8.65,-
03-Jan-2022,SUMEETINDS,Sumeet Ind Limited,PALLAS FINCAP PRIVATE LIMITED .,SELL,"5,22,413",9.95,-
05-Dec-2022,CUBEXTUB,Cubex Tubings Ltd,PANCHOLI GUNJAN,BUY,79062,36.32,-
05-Dec-2022,CUBEXTUB,Cubex Tubings Ltd,PANCHOLI GUNJAN,SELL,79062,36.49,-
19-Dec-2022,ORTINLAB,Ortin Laboratories Ltd,PANCHOLI GUNJAN,BUY,"1,42,505",25.48,-
19-Dec-2022,ORTINLAB,Ortin Laboratories Ltd,PANCHOLI GUNJAN,SELL,74368,25.7,-
20-Dec-2022,ORTINLAB,Ortin Laboratories Ltd,PANCHOLI GUNJAN,BUY,65000,27.74,-
20-Dec-2022,ORTINLAB,Ortin Laboratories Ltd,PANCHOLI GUNJAN,SELL,"1,33,137",27.43,-
25-Nov-2022,TIMESGTY,Times Guaranty Limited,PANCHOLI GUNJAN,BUY,67285,67.29,-
25-Nov-2022,TIMESGTY,Times Guaranty Limited,PANCHOLI GUNJAN,SELL,67285,66.79,-
07-Mar-2022,LIBAS,Libas Consu Products Ltd,PANKAJ BABULAL VORA,BUY,"1,00,000",28.41,-
04-Jul-2022,GSTL,Globesecure Techno Ltd,PANKAJ DHANJI CHHEDA HUF,BUY,60000,121.46,-
07-Oct-2022,GSTL,Globesecure Techno Ltd,PANKAJ DHANJI CHHEDA HUF,BUY,"1,08,000",76.57,-
22-Sep-2022,GSTL,Globesecure Techno Ltd,PANKAJ DHANJI CHHEDA HUF,SELL,56000,98.36,-
03-Mar-2022,SECURCRED,SecUR Credentials Limited,PANKAJ RAMESHCHANDRA VYAS,SELL,"2,16,000",51,-
09-Mar-2022,SECURCRED,SecUR Credentials Limited,PANKAJ RAMESHCHANDRA VYAS,SELL,"3,36,000",60,-
16-Mar-2022,SECURCRED,SecUR Credentials Limited,PANKAJ RAMESHCHANDRA VYAS,SELL,"6,54,000",71.01,-
22-Mar-2022,SECURCRED,SecUR Credentials Limited,PANKAJ RAMESHCHANDRA VYAS,SELL,"1,20,000",84.5,-
23-Mar-2022,SECURCRED,SecUR Credentials Limited,PANKAJ RAMESHCHANDRA VYAS,SELL,"1,62,000",94.2,-
25-Mar-2022,SECURCRED,SecUR Credentials Limited,PANKAJ RAMESHCHANDRA VYAS,SELL,"2,32,200",103.05,-
24-Mar-2022,COOLCAPS,Cool Caps Industries Ltd,PANKAJ VASUDEO CHHAPARWAL,SELL,63000,35.9,-
07-Mar-2022,SUPREMEENG,Supreme Engineering Ltd,PAPITA  NANDI,BUY,"13,38,998",2.45,-
28-Mar-2022,SUPREMEENG,Supreme Engineering Ltd,PAPITA  NANDI,SELL,"13,38,998",2.2,-
04-Apr-2022,NECCLTD,North East Carry Corp Ltd,PARAG COMMOSALES,SELL,"2,72,844",32.51,-
05-Sep-2022,ASLIND,ASL Industries Limited,PARAG COMMOSALES,SELL,"3,64,000",28.45,-
25-Mar-2022,NECCLTD,North East Carry Corp Ltd,PARAG COMMOSALES,BUY,"2,83,461",35.65,-
25-Mar-2022,NECCLTD,North East Carry Corp Ltd,PARAG COMMOSALES,SELL,"1,88,720",35.27,-
23-Aug-2022,JETFREIGHT,Jet Freight Logistics Ltd,PARAM BROKING (INDIA) PVT LTD.,BUY,"1,31,615",20.85,-
08-Feb-2022,SHANKARA,Shankara Bldg Product Ltd,PARAM CAPITAL,BUY,"1,25,000",583.27,-
02-Sep-2022,SECURCRED,SecUR Credentials Limited,PARAMOUNT TRADING,BUY,"3,20,040",60.5,-
06-Jun-2022,SECURCRED,SecUR Credentials Limited,PARAMOUNT TRADING,BUY,"4,00,680",54.5,-
07-Feb-2022,GLOBE,Globe Textiles (I) Ltd.,PARAMOUNT TRADING,BUY,"10,00,000",14,-
07-Jun-2022,SECURCRED,SecUR Credentials Limited,PARAMOUNT TRADING,BUY,"2,00,340",60,-
07-Sep-2022,SECURCRED,SecUR Credentials Limited,PARAMOUNT TRADING,BUY,"3,20,040",61.3,-
13-Sep-2022,SECURCRED,SecUR Credentials Limited,PARAMOUNT TRADING,BUY,"1,60,020",60,-
24-Aug-2022,SECURCRED,SecUR Credentials Limited,PARAMOUNT TRADING,BUY,"1,60,020",63,-
26-Sep-2022,GLOBE,Globe Textiles (I) Ltd.,PARAMOUNT TRADING,BUY,"21,25,000",5.85,-
29-Dec-2022,GLOBE,Globe Textiles (I) Ltd.,PARAMOUNT TRADING,BUY,"44,30,000",4.5,-
30-Dec-2022,GLOBE,Globe Textiles (I) Ltd.,PARAMOUNT TRADING,BUY,"43,50,000",4.5,-
07-Oct-2022,SHRADHA,Shradha Infraprojects Ltd,PARAMVEER ABHAY SANCHETI,SELL,75600,62,-
30-Mar-2022,DEEPENR,DEEP ENE RESOURCES LTD,PARASBHAI SHANTILAL SAVLA,BUY,"2,20,000",49.25,-
